ID Species MaxAge AllocSeed LMR m0 MaxMass mSeed Dist pEstab Gmax SLA palat memo RAR growth mThres clonal propSex meanSpacerLength sdSpacerlength Resshare AllocSpacer mSpacer
519 PFT33clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
520 PFT34clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
521 PFT35clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
522 PFT36clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
523 PFT37clonal7 100 0.05 1 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
524 PFT38clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
525 PFT39clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
526 PFT40clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
527 PFT41clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
528 PFT42clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
529 PFT43clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
530 PFT44clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
531 PFT45clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
532 PFT46clonal7 100 0.05 1 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
533 PFT47clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
534 PFT48clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
535 PFT49clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
536 PFT50clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
537 PFT51clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
538 PFT52clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
539 PFT53clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
540 PFT54clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
541 PFT55clonal7 100 0.05 1 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
542 PFT56clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
543 PFT57clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
544 PFT58clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
545 PFT59clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
546 PFT60clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
547 PFT61clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
548 PFT62clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
549 PFT63clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
550 PFT64clonal7 100 0.05 1 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
551 PFT65clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
552 PFT66clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
553 PFT67clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
554 PFT68clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
555 PFT69clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
556 PFT70clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
557 PFT71clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
558 PFT72clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
559 PFT73clonal7 100 0.05 1 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
560 PFT74clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
561 PFT75clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
562 PFT76clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
563 PFT77clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
564 PFT78clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
565 PFT79clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
566 PFT80clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
567 PFT81clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
568 PFT1clonal8 100 0.05 1 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
569 PFT2clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
570 PFT3clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
571 PFT4clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
572 PFT5clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
573 PFT6clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
574 PFT7clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
575 PFT8clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
576 PFT9clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
577 PFT10clonal8 100 0.05 1 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
578 PFT11clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
579 PFT12clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
580 PFT13clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
581 PFT14clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
582 PFT15clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
583 PFT16clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
584 PFT17clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
585 PFT18clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
586 PFT19clonal8 100 0.05 1 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
587 PFT20clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
588 PFT21clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
589 PFT22clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
590 PFT23clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
591 PFT24clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
592 PFT25clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
593 PFT26clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
594 PFT27clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
595 PFT28clonal8 100 0.05 1 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
596 PFT29clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
597 PFT30clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
598 PFT31clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
599 PFT32clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
600 PFT33clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
601 PFT34clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
602 PFT35clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
603 PFT36clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
604 PFT37clonal8 100 0.05 1 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
605 PFT38clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
606 PFT39clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
607 PFT40clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
608 PFT41clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
609 PFT42clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
610 PFT43clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
611 PFT44clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
612 PFT45clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
613 PFT46clonal8 100 0.05 1 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
614 PFT47clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
615 PFT48clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
616 PFT49clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
617 PFT50clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
618 PFT51clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
619 PFT52clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
620 PFT53clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
621 PFT54clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
622 PFT55clonal8 100 0.05 1 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
623 PFT56clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
624 PFT57clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
625 PFT58clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
626 PFT59clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
627 PFT60clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
628 PFT61clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
629 PFT62clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
630 PFT63clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
631 PFT64clonal8 100 0.05 1 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
632 PFT65clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
633 PFT66clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
634 PFT67clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
635 PFT68clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
636 PFT69clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
637 PFT70clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
638 PFT71clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
639 PFT72clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
640 PFT73clonal8 100 0.05 1 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
641 PFT74clonal8 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
642 PFT75clonal8 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
643 PFT76clonal8 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
644 PFT77clonal8 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
645 PFT78clonal8 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
646 PFT79clonal8 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
647 PFT80clonal8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
648 PFT81clonal8 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 17.5 12.5 0 0.05 70
649 PFT1 100 0.05 1 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
650 PFT2 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
651 PFT3 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
652 PFT4 100 0.05 0.75 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
653 PFT5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
654 PFT6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
655 PFT7 100 0.05 0.5 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
656 PFT8 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
657 PFT9 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 0 0 0 0 0 0 0
658 PFT10 100 0.05 1 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
659 PFT11 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
660 PFT12 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
661 PFT13 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
662 PFT14 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
663 PFT15 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
664 PFT16 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
665 PFT17 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
666 PFT18 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 0 0 0 0 0 0 0
667 PFT19 100 0.05 1 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
668 PFT20 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
669 PFT21 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
670 PFT22 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
671 PFT23 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
672 PFT24 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
673 PFT25 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
674 PFT26 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
675 PFT27 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 0 0 0 0 0 0 0
676 PFT28 100 0.05 1 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
677 PFT29 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
678 PFT30 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
679 PFT31 100 0.05 0.75 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
680 PFT32 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
681 PFT33 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
682 PFT34 100 0.05 0.5 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
683 PFT35 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
684 PFT36 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 0 0 0 0 0 0 0
685 PFT37 100 0.05 1 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
686 PFT38 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
687 PFT39 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
688 PFT40 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
689 PFT41 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
690 PFT42 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
691 PFT43 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
692 PFT44 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
693 PFT45 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 0 0 0 0 0 0 0
694 PFT46 100 0.05 1 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
695 PFT47 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
696 PFT48 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
697 PFT49 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
